Tickers;Long Company Name;Last Sale Price;Common Dividends Paid;Repurchase of Common Stock;Net Income to Company;Total Assets;Total Debt;Cash And Equivalents;LTM EBITDA;Market Capitalization;Total Enterprise Value;Shares Outstanding;Total Equity;Paid Dividend;Repurchase of Stock ;Dividend Yield (%);Payout Dividendos;Payout Recompra;MB;CASH;ROA;Net Debt;DEBT;Year
BOVESPA:CEEB3;Companhia de Eletricidade do Estado da Bahia - COELBA (BOVESPA:CEEB3);23,90;-7,80;0,00;177,04;12554,00;5358,90;583,80;1022,50;4717,10;8689,90;197,40;3165,69;1,00;0,00;0,00;0,04;0,00;1,49;0,05;0,01;4775,00;0,43;2017,00
BOVESPA:COCE5;Companhia Energética do Ceará - Coelce (BOVESPA:COCE5);54,75;-155,00;0,00;435,78;5700,00;1292,60;154,30;799,60;4262,60;5191,70;77,90;2582,91;1,00;0,00;0,04;0,36;0,00;1,65;0,03;0,08;1138,00;0,23;2017,00
BOVESPA:CPLE6;Companhia Paranaense de Energia - COPEL (BOVESPA:CPLE6);2,50;-506,40;0,00;1118,26;33162,00;9830,50;1040,10;2771,20;6312,80;14581,10;2736,60;15510,50;1,00;0,00;0,08;0,45;0,00;0,41;0,03;0,03;8790,00;0,30;2017,00
BOVESPA:CSRN3;Companhia Energética do Rio Grande do Norte - COSERN (BOVESPA:CSRN3);18,30;-187,80;0,00;188,28;2865,00;1525,00;348,00;368,30;3064,00;4095,00;168,10;852,44;1,00;0,00;0,06;1,00;0,00;3,59;0,12;0,07;1177,00;0,53;2017,00
BOVESPA:CPFE3;CPFL Energia S.A. (BOVESPA:CPFE3);19,35;-336,90;0,00;1243,04;41283,00;20263,40;3249,60;4703,50;19696,70;38211,00;1017,90;11186,34;1,00;0,00;0,02;0,27;0,00;1,76;0,08;0,03;17014,00;0,49;2017,00
BOVESPA:EKTR4;Elektro Redes S.A. (BOVESPA:EKTR4);22,80;-448,40;0,00;374,43;6485,00;2978,20;501,60;896,50;4344,20;6433,10;193,80;2030,30;1,00;0,00;0,10;1,20;0,00;2,14;0,08;0,06;2477,00;0,46;2017,00
BOVESPA:ELET6;Centrais Elétricas Brasileiras S.A. - Eletrobrás (BOVESPA:ELET6);22,70;-381,40;0,00;-1725,69;172975,00;47171,50;792,30;6348,90;27052,80;66121,80;1352,60;42752,53;1,00;0,00;0,01;0,00;0,00;0,63;0,00;-0,01;46379,00;0,27;2017,00
BOVESPA:LIPR3;Eletrobras Participações S.A. - Eletropar (BOVESPA:LIPR3);52,95;-8,50;0,00;39,22;243,00;0,00;1,90;-24,30;623,00;573,90;11,80;201,04;1,00;0,00;0,01;0,22;0,00;3,10;0,01;0,16;-2,00;0,00;2017,00
BOVESPA:EMAE4;Empresa Metropolitana de Águas e Energia S.A. (BOVESPA:EMAE4);9,10;-14,80;0,00;119,15;1245,00;86,00;136,20;120,70;336,20;311,70;36,90;819,88;1,00;0,00;0,04;0,12;0,00;0,41;0,11;0,10;-50,00;0,07;2017,00
BOVESPA:ENBR3;EDP - Energias do Brasil S.A. (BOVESPA:ENBR3);14,00;-425,40;0,00;688,34;20608,00;6057,70;1603,20;2214,60;8486,30;13866,80;606,20;9037,60;1,00;0,00;0,05;0,62;0,00;0,94;0,08;0,03;4455,00;0,29;2017,00
BOVESPA:ENGI3;Energisa S.A. (BOVESPA:ENGI3);9,80;-203,40;0,00;572,58;22048,00;8890,60;921,50;2099,00;11540,80;18532,20;1729,80;4784,52;1,00;0,00;0,02;0,36;0,00;2,41;0,04;0,03;7969,00;0,40;2017,00
BOVESPA:ENMT4;Energisa Mato Grosso - Distribuidora de Energia S/A (BOVESPA:ENMT4);8,51;-20,70;0,00;4,77;5918,00;2396,50;243,50;531,20;2509,20;4148,70;212,90;1798,85;1,00;0,00;0,01;4,34;0,00;1,39;0,04;0,00;2153,00;0,41;2017,00
BOVESPA:ENEV3;Eneva S.A. (BOVESPA:ENEV3);3,48;0,00;0,00;93,86;10907,00;4437,90;766,90;1115,70;4378,40;8690,30;1260,00;5375,94;0,00;0,00;0,00;0,00;0,00;0,81;0,07;0,01;3671,00;0,41;2017,00
BOVESPA:EGIE3;Engie Brasil Energia S.A. (BOVESPA:EGIE3);28,41;-838,60;0,00;2004,56;19569,00;6758,40;1930,10;3431,10;23178,90;24866,00;815,90;6834,73;1,00;0,00;0,04;0,42;0,00;3,39;0,10;0,10;4828,00;0,35;2017,00
BOVESPA:EQPA3;Equatorial Pará Distribuidora de Energia S.A. (BOVESPA:EQPA3);1,80;-88,40;0,00;613,53;8596,00;2886,50;1075,40;998,00;3977,50;5675,10;2209,10;2582,71;1,00;0,00;0,02;0,14;0,00;1,54;0,13;0,07;1811,00;0,34;2017,00
BOVESPA:EQTL3;Equatorial Energia S.A. (BOVESPA:EQTL3);13,13;-263,90;0,00;1205,08;17488,00;6990,20;4172,50;1777,20;13047,50;16217,30;993,70;5748,10;1,00;0,00;0,02;0,22;0,00;2,27;0,24;0,07;2818,00;0,40;2017,00
BOVESPA:GEPA3;Rio Paranapanema Energia S.A. (BOVESPA:GEPA3);38,29;-345,70;0,00;243,88;4510,00;1487,70;976,80;603,30;3707,80;4186,90;94,40;1693,67;1,00;0,00;0,09;1,42;0,00;2,19;0,22;0,05;511,00;0,33;2017,00
BOVESPA:LIGT3;Light S.A. (BOVESPA:LIGT3);16,69;0,00;0,00;124,22;14945,00;7512,30;269,90;2009,20;3403,70;10253,60;203,90;3432,47;0,00;0,00;0,00;0,00;0,00;0,99;0,02;0,01;7242,00;0,50;2017,00
BOVESPA:MEGA3;Omega Energia S.A. (BOVESPA:MEGA3);7,73;-12,40;-72,70;113,12;3906,00;1882,70;350,90;226,70;2061,50;2358,70;266,60;1810,52;1,00;1,00;0,01;0,11;0,64;1,14;0,09;0,03;1532,00;0,48;2017,00
BOVESPA:REDE3;Rede Energia Participações S.A. (BOVESPA:REDE3);2,90;-46,10;0,00;117,00;14925,00;4927,00;389,40;1355,40;5967,80;10385,70;2057,90;4135,45;1,00;0,00;0,01;0,39;0,00;1,44;0,03;0,01;4538,00;0,33;2017,00
BOVESPA:TAEE11;Transmissora Aliança de Energia Elétrica S.A. (BOVESPA:TAEE11);21,34;-319,90;0,00;648,29;8055,00;3039,40;56,70;761,60;7351,60;9795,00;344,50;4347,55;1,00;0,00;0,04;0,49;0,00;1,69;0,01;0,08;2983,00;0,38;2017,00
BOVESPA:TRPL4;CTEEP - Companhia de Transmissão de Energia Elétrica Paulista S.A. (BOVESPA:TRPL4);16,73;-636,10;0,00;1385,46;17252,00;1943,00;6,60;1986,60;10495,60;11828,80;658,90;11199,66;1,00;0,00;0,06;0,46;0,00;0,94;0,00;0,08;1936,00;0,11;2017,00
BOVESPA:CASN3;Companhia Catarinense de Águas e Saneamento - CASAN (BOVESPA:CASN3);8,00;0,00;0,00;-28,48;3226,00;1252,90;7,30;121,90;5720,80;6729,20;715,10;1306,67;0,00;0,00;0,00;0,00;0,00;4,38;0,00;-0,01;1246,00;0,39;2017,00
BOVESPA:CSMG3;Companhia de Saneamento de Minas Gerais (BOVESPA:CSMG3);14,46;0,00;0,00;560,44;10810,00;3136,10;420,90;1520,70;5484,20;8043,60;379,20;6244,34;0,00;0,00;0,00;0,00;0,00;0,88;0,04;0,05;2715,00;0,29;2017,00
BOVESPA:SBSP3;Companhia de Saneamento Básico do Estado de São Paulo - SABESP (BOVESPA:SBSP3);34,33;-765,90;0,00;2519,31;39546,00;12101,00;2283,00;5185,80;23464,90;33251,70;683,50;17513,01;1,00;0,00;0,03;0,30;0,00;1,34;0,06;0,06;9818,00;0,31;2017,00
BOVESPA:SAPR4;Companhia de Saneamento do Paraná - SANEPAR (BOVESPA:SAPR4);3,90;-281,30;0,00;686,17;10123,00;2808,80;533,90;1397,80;5996,10;8188,30;1511,20;5152,65;1,00;0,00;0,05;0,41;0,00;1,16;0,05;0,07;2275,00;0,28;2017,00
BOVESPA:CEGR3;Companhia Distribuidora de Gás do Rio de Janeiro - CEG (BOVESPA:CEGR3);27,00;-193,30;0,00;338,85;3100,00;920,60;74,60;682,50;7010,20;7781,10;259,60;1343,91;1,00;0,00;0,03;0,57;0,00;5,22;0,02;0,11;846,00;0,30;2017,00
BOVESPA:CGAS5;Companhia de Gás de São Paulo - COMGÁS (BOVESPA:CGAS5);60,00;-1121,40;0,00;640,12;8667,00;4212,50;1727,50;1518,50;7291,70;8556,30;130,00;2017,08;1,00;0,00;0,15;1,75;0,00;3,61;0,20;0,07;2485,00;0,49;2017,00
BOVESPA:ABCB4;Banco ABC Brasil S.A. (BOVESPA:ABCB4);17,18;-206,20;0,00;418,73;28768,00;9238,40;3037,60;NA;3329,90;9530,70;193,80;3284,33;1,00;0,00;0,06;0,49;0,00;1,01;0,11;0,02;6201,00;0,32;2017,00
BOVESPA:RPAD3;Alfa Holdings S.A. (BOVESPA:RPAD3);2,30;-6,10;0,00;43,54;925,00;0,00;0,00;0,00;194,80;188,00;84,70;918,37;1,00;0,00;0,03;0,14;0,00;0,21;0,00;0,05;0,00;0,00;2017,00
BOVESPA:BRIV4;Banco Alfa de Investimento S.A. (BOVESPA:BRIV4);6,26;-22,00;-0,60;49,69;12622,00;11025,60;5,80;NA;522,80;11542,70;88,90;1422,40;1,00;1,00;0,04;0,44;0,01;0,37;0,00;0,00;11020,00;0,87;2017,00
BOVESPA:BAZA3;Banco da Amazônia S.A. (BOVESPA:BAZA3);25,00;-18,80;0,00;64,51;16952,00;1960,70;2245,10;NA;741,10;456,80;29,60;1885,31;1,00;0,00;0,03;0,29;0,00;0,39;0,13;0,00;-284,00;0,12;2017,00
BOVESPA:BPAN4;Banco Pan S.A. (BOVESPA:BPAN4);1,87;0,00;0,00;212,61;25834,00;5818,70;166,50;NA;1737,30;7389,50;929,00;3555,82;0,00;0,00;0,00;0,00;0,00;0,49;0,01;0,01;5652,00;0,23;2017,00
BOVESPA:BGIP4;Banco do Estado de Sergipe S.A. (BOVESPA:BGIP4);35,99;-28,40;0,00;100,94;5075,00;292,60;489,90;NA;569,30;371,90;15,30;379,55;1,00;0,00;0,05;0,28;0,00;1,50;0,10;0,02;-197,00;0,06;2017,00
BOVESPA:BEES3;Banestes S.A - Banco do Estado do Espírito Santo (BOVESPA:BEES3);3,61;-61,90;0,00;175,22;22752,00;9831,00;150,20;NA;1159,90;10840,80;315,90;1393,44;1,00;0,00;0,05;0,35;0,00;0,83;0,01;0,01;9681,00;0,43;2017,00
BOVESPA:BRSR6;Banco do Estado do Rio Grande do Sul S.A. (BOVESPA:BRSR6);14,90;-16,70;0,00;1053,65;73287,00;10090,10;850,00;NA;8476,90;17716,90;409,00;7035,03;1,00;0,00;0,00;0,02;0,00;1,20;0,01;0,01;9240,00;0,14;2017,00
BOVESPA:BBDC4;Banco Bradesco S.A. (BOVESPA:BBDC4);19,27;-6512,10;0,00;17314,60;1224353,00;501578,50;15028,70;NA;200521,40;687071,10;10691,00;117693,70;1,00;0,00;0,03;0,38;0,00;1,70;0,01;0,01;486550,00;0,41;2017,00
BOVESPA:BBAS3;Banco do Brasil S.A. (BOVESPA:BBAS3);31,82;-2623,80;0,00;12660,81;1369201,00;698317,50;35602,10;NA;88617,20;751332,50;2785,00;98723,40;1,00;0,00;0,03;0,21;0,00;0,90;0,03;0,01;662715,00;0,51;2017,00
BOVESPA:BPAC3;Banco BTG Pactual S.A. (BOVESPA:BPAC3);2,03;-1504,70;-490,00;2376,00;126592,00;72432,00;23201,00;NA;17631,40;66862,40;9151,80;18656,10;1,00;1,00;0,09;0,63;0,21;0,95;0,18;0,02;49231,00;0,57;2017,00
BOVESPA:ITSA4;Itaúsa S.A. (BOVESPA:ITSA4);9,37;-3190,00;-449,00;8263,00;64275,00;4756,00;1218,00;635,00;82987,90;89431,90;8632,00;54919,00;1,00;1,00;0,04;0,39;0,05;1,51;0,02;0,13;3538,00;0,07;2017,00
BOVESPA:ITUB4;Itaú Unibanco Holding S.A. (BOVESPA:ITUB4);28,39;-10800,00;-3089,00;23225,00;1436239,00;562855,00;34076,00;NA;259025,30;787804,30;9694,30;144356,00;1,00;1,00;0,04;0,47;0,13;1,79;0,02;0,02;528779,00;0,39;2017,00
BOVESPA:BNBR3;Banco do Nordeste do Brasil S.A. (BOVESPA:BNBR3);37,00;-187,40;0,00;716,39;54256,00;8488,50;161,50;NA;3195,70;11522,70;86,40;3750,71;1,00;0,00;0,06;0,26;0,00;0,85;0,00;0,01;8327,00;0,16;2017,00
BOVESPA:PINE4;Banco Pine S.A. (BOVESPA:PINE4);3,50;0,00;0,00;-262,83;8601,00;1714,90;1158,00;NA;411,30;968,20;117,50;908,45;0,00;0,00;0,00;0,00;0,00;0,45;0,13;-0,03;557,00;0,20;2017,00
BOVESPA:CRIV3;Financeira Alfa S.A. - Crédito, Financiamento e Investimentos (BOVESPA:CRIV3);3,25;-14,60;0,00;64,97;5374,00;55,00;721,70;551,20;403,30;-135,10;103,00;851,00;1,00;0,00;0,04;0,23;0,00;0,47;0,13;0,01;-667,00;0,01;2017,00
BOVESPA:CSAN3;Cosan S.A. (BOVESPA:CSAN3);9,54;-1900,00;0,00;1390,09;27300,00;9138,10;3990,90;1957,60;15486,50;26979,50;1623,70;12561,77;1,00;0,00;0,12;1,37;0,00;1,23;0,15;0,05;5147,00;0,34;2016,00
BOVESPA:DMMO3;Dommo Energia S.A. (BOVESPA:DMMO3);22,20;0,00;0,00;-698,95;2062,00;1375,70;31,90;-189,40;295,90;1378,60;13,30;-931,29;0,00;0,00;0,00;0,00;0,00;-0,32;0,02;-0,34;1344,00;0,67;2016,00
BOVESPA:ENAT3;Enauta Participações S.A. (BOVESPA:ENAT3);5,33;-38,70;0,00;152,90;3563,00;359,70;17,70;186,50;1374,40;738,80;257,90;2779,65;1,00;0,00;0,03;0,25;0,00;0,49;0,00;0,04;342,00;0,10;2016,00
BOVESPA:RPMG3;Refinaria de Petróleos de Manguinhos S.A. (BOVESPA:RPMG3);7,21;0,00;0,00;-565,11;641,00;47,50;0,00;-625,30;488,00;533,30;67,70;-2139,20;0,00;0,00;0,00;0,00;0,00;-0,23;0,00;-0,88;48,00;0,07;2016,00
BOVESPA:PETR4;Petróleo Brasileiro S.A. - Petrobras (BOVESPA:PETR4);14,87;0,00;0,00;-13045,00;804945,00;385784,00;69108,00;105326,00;209377,50;537124,50;13044,50;252743,00;0,00;0,00;0,00;0,00;0,00;0,83;0,09;-0,02;316676,00;0,48;2016,00
BOVESPA:PRIO3;Petro Rio S.A. (BOVESPA:PRIO3);0,44;0,00;0,00;241,62;1082,00;32,10;24,80;338,10;286,50;-209,00;657,60;834,15;0,00;0,00;0,00;0,00;0,00;0,34;0,02;0,22;7,00;0,03;2016,00
BOVESPA:UGPA3;Ultrapar Participações S.A. (BOVESPA:UGPA3);34,23;-873,30;0,00;1570,62;24160,00;11421,40;4274,20;4089,60;37174,10;43058,10;1086,20;8558,56;1,00;0,00;0,02;0,56;0,00;4,34;0,18;0,07;7147,00;0,47;2016,00
BOVESPA:LUPA3;Lupatech S.A. (BOVESPA:LUPA3);4,03;0,00;0,00;23,33;642,00;136,30;1,20;-30,90;37,90;358,30;9,40;115,08;0,00;0,00;0,00;0,00;0,00;0,33;0,00;0,04;135,00;0,21;2016,00
BOVESPA:OSXB3;OSX Brasil S.A. (BOVESPA:OSXB3);15,00;0,00;0,00;-1474,37;1687,00;3543,60;0,90;-958,00;47,20;8679,40;3,10;-3058,93;0,00;0,00;0,00;0,00;0,00;-0,02;0,00;-0,87;3543,00;2,10;2016,00
BOVESPA:BRAP3;Bradespar S.A. (BOVESPA:BRAP3);11,14;0,00;0,00;629,32;10277,00;1548,20;439,10;0,00;4891,00;5989,30;393,10;7910,91;0,00;0,00;0,00;0,00;0,00;0,62;0,04;0,06;1109,00;0,15;2016,00
BOVESPA:MMXM3;MMX Mineração e Metálicos S.A. (BOVESPA:MMXM3);5,55;0,00;0,00;412,82;186,00;155,20;3,60;412,50;36,00;206,20;6,50;-473,43;0,00;0,00;0,00;0,00;0,00;-0,08;0,02;2,22;152,00;0,83;2016,00
BOVESPA:VALE3;Vale S.A. (BOVESPA:VALE3);25,68;-857,00;0,00;13296,00;322696,00;101545,00;13891,00;39383,00;127734,20;225637,20;5153,40;133702,00;1,00;0,00;0,01;0,06;0,00;0,96;0,04;0,04;87654,00;0,32;2016,00
BOVESPA:FESA4;Cia de Ferro Ligas da Bahia - FERBASA (BOVESPA:FESA4);7,76;-28,80;0,00;70,18;1658,00;39,40;192,40;75,20;773,20;581,80;85,10;1357,44;1,00;0,00;0,04;0,41;0,00;0,57;0,12;0,04;-153,00;0,02;2016,00
BOVESPA:GGBR4;Gerdau S.A. (BOVESPA:GGBR4);10,80;-86,00;-95,30;-2885,93;54635,00;20583,20;5063,40;3738,60;16782,40;32878,20;1707,50;24274,65;1,00;1,00;0,01;0,00;-0,03;0,69;0,09;-0,05;15520,00;0,38;2016,00
BOVESPA:GOAU4;Metalurgica Gerdau S.A. (BOVESPA:GOAU4);4,80;-51,40;-95,30;-3165,25;54759,00;21396,70;5140,10;3490,90;4214,10;37639,20;908,70;23354,35;1,00;1,00;0,01;0,00;-0,03;0,18;0,09;-0,06;16257,00;0,39;2016,00
BOVESPA:CSNA3;Companhia Siderúrgica Nacional (BOVESPA:CSNA3);10,85;-0,10;0,00;-853,06;44154,00;30441,00;4871,20;3000,60;14724,90;41034,50;1357,10;7384,52;1,00;0,00;0,00;0,00;0,00;1,99;0,11;-0,02;25570,00;0,69;2016,00
BOVESPA:USIM5;Usinas Siderúrgicas de Minas Gerais S.A. (BOVESPA:USIM5);4,10;0,00;0,00;-576,84;26255,00;7281,30;719,90;533,70;7953,50;14621,30;1226,80;15191,63;1,00;0,00;0,00;0,00;0,00;0,52;0,03;-0,02;6561,00;0,28;2016,00
BOVESPA:PATI4;Panatlântica S.A. (BOVESPA:PATI4);12,60;-2,60;0,00;14,79;754,00;263,00;10,50;36,40;186,10;219,30;22,90;332,57;1,00;0,00;0,01;0,18;0,00;0,56;0,01;0,02;252,00;0,35;2016,00
BOVESPA:PMAM3;Paranapanema S.A. (BOVESPA:PMAM3);25,84;0,00;0,00;-373,17;3544,00;2595,10;142,80;336,50;485,10;2696,10;18,80;257,01;0,00;0,00;0,00;0,00;0,00;1,89;0,04;-0,11;2452,00;0,73;2016,00
BOVESPA:BRKM5;Braskem S.A. (BOVESPA:BRKM5);34,25;-1998,00;0,00;-729,20;51822,00;36279,70;6701,90;11629,20;25346,30;52349,90;795,70;1720,71;1,00;0,00;0,08;0,00;0,00;14,73;0,13;-0,01;29578,00;0,70;2016,00
BOVESPA:DEXP3;Dexxos Participações S.A. (BOVESPA:DEXP3);1,57;0,00;0,00;57,96;727,00;176,10;0,90;38,90;138,30;357,80;88,20;13,19;0,00;0,00;0,00;0,00;0,00;10,49;0,00;0,08;175,00;0,24;2016,00
BOVESPA:FHER3;Fertilizantes Heringer S.A. (BOVESPA:FHER3);2,05;0,00;0,00;43,19;2850,00;1242,00;64,60;249,60;110,40;1478,20;53,90;289,21;0,00;0,00;0,00;0,00;0,00;0,38;0,02;0,02;1177,00;0,44;2016,00
BOVESPA:NUTR3;Nutriplant Indústria e Comércio S/A (BOVESPA:NUTR3);17,50;0,00;0,00;-14,72;73,00;11,90;0,10;-3,00;2,20;13,40;0,10;-11,25;0,00;0,00;0,00;0,00;0,00;-0,20;0,00;-0,20;12,00;0,16;2016,00
BOVESPA:CRPG5;Tronox Pigmentos do Brasil S.A. (BOVESPA:CRPG5);4,79;-5,30;0,00;84,00;644,00;50,60;77,90;35,60;140,20;111,10;29,00;421,78;1,00;0,00;0,04;0,06;0,00;0,33;0,12;0,13;-27,00;0,08;2016,00
BOVESPA:UNIP6;Unipar Carbocloro S.A. (BOVESPA:UNIP6);4,89;-23,80;0,00;280,84;3495,00;601,90;383,30;222,80;573,30;811,40;112,90;1286,16;1,00;0,00;0,04;0,08;0,00;0,45;0,11;0,08;219,00;0,17;2016,00
BOVESPA:DXCO3;Dexco S.A. (BOVESPA:DXCO3);6,18;-105,50;0,00;26,23;9341,00;3458,70;1416,40;657,60;4687,20;6817,50;758,20;4570,65;1,00;0,00;0,02;4,02;0,00;1,03;0,15;0,00;2042,00;0,37;2016,00
BOVESPA:EUCA4;Eucatex S.A. Indústria e Comércio (BOVESPA:EUCA4);2,81;0,00;0,00;33,58;2014,00;355,70;13,90;174,50;258,90;597,50;92,10;1201,18;0,00;0,00;0,00;0,00;0,00;0,22;0,01;0,02;342,00;0,18;2016,00
BOVESPA:KLBN4;Klabin S.A. (BOVESPA:KLBN4);2,85;-466,50;-24,30;2481,95;29314,00;18468,50;5872,70;2194,40;18886,50;30359,60;4578,80;7100,34;1,00;1,00;0,02;0,19;0,01;2,66;0,20;0,09;12596,00;0,63;2016,00
BOVESPA:MSPA3;Companhia Melhoramentos de São Paulo (BOVESPA:MSPA3);45,99;-7,60;0,00;243,59;1633,00;32,70;41,50;277,10;283,50;286,90;6,40;895,63;1,00;0,00;0,03;0,03;0,00;0,32;0,03;0,15;-9,00;0,02;2016,00
BOVESPA:RANI3;Irani Papel e Embalagem S.A. (BOVESPA:RANI3);2,38;-0,30;0,00;-9,72;1730,00;967,30;103,90;140,00;394,90;1196,10;164,30;446,27;1,00;0,00;0,00;0,00;0,00;0,88;0,06;-0,01;863,00;0,56;2016,00
BOVESPA:SNSY5;Sansuy S.A. (BOVESPA:SNSY5);0,60;0,00;0,00;-140,90;408,00;65,30;5,50;-43,20;4,60;77,90;7,70;-734,20;0,00;0,00;0,00;0,00;0,00;-0,01;0,01;-0,35;60,00;0,16;2016,00
BOVESPA:ETER3;Eternit S.A. (BOVESPA:ETER3);7,92;0,00;0,00;-37,68;842,00;125,10;5,10;89,70;236,20;354,50;29,80;459,65;0,00;0,00;0,00;0,00;0,00;0,51;0,01;-0,05;120,00;0,15;2016,00
BOVESPA:HAGA4;HAGA S/A Indústria e Comércio (BOVESPA:HAGA4);2,99;0,00;0,00;3,27;58,00;52,40;0,00;4,50;37,40;55,60;11,90;-81,57;0,00;0,00;0,00;0,00;0,00;-0,46;0,00;0,06;52,00;0,91;2016,00
BOVESPA:PTBL3;PBG S.A. (BOVESPA:PTBL3);2,03;-8,20;0,00;2,14;1237,00;586,70;105,70;115,30;321,70;801,70;158,50;238,46;1,00;0,00;0,03;3,81;0,00;1,35;0,09;0,00;481,00;0,47;2016,00
BOVESPA:AZEV4;Azevedo & Travassos S.A. (BOVESPA:AZEV4);5,10;-1,60;0,00;-39,78;159,00;32,70;3,20;-42,60;40,90;50,70;5,40;5,88;1,00;0,00;0,04;0,00;0,00;6,95;0,02;-0,25;30,00;0,21;2016,00
BOVESPA:SOND5;Sondotécnica Engenharia de Solos S.A. (BOVESPA:SOND5);20,80;-0,20;0,00;-5,54;79,00;0,90;3,10;-2,00;50,60;23,50;2,40;54,82;1,00;0,00;0,00;0,00;0,00;0,92;0,04;-0,07;-2,00;0,01;2016,00
BOVESPA:TCNO4;Tecnosolo Engenharia S.A. (BOVESPA:TCNO4);1,40;0,00;0,00;-0,64;243,00;49,10;0,00;-5,30;9,60;60,00;6,60;16,87;0,00;0,00;0,00;0,00;0,00;0,57;0,00;0,00;49,00;0,20;2016,00
BOVESPA:EMBR3;Embraer S.A. (BOVESPA:EMBR3);16,00;-99,80;-60,00;591,81;38017,00;13472,50;4046,20;1905,70;11752,20;16973,30;734,50;12844,86;1,00;1,00;0,01;0,17;0,10;0,91;0,11;0,02;9426,00;0,35;2016,00
BOVESPA:FRAS3;Fras-le S.A. (BOVESPA:FRAS3);4,32;-17,70;0,00;64,48;1202,00;256,20;256,20;120,40;926,90;681,10;214,60;773,04;1,00;0,00;0,02;0,27;0,00;1,20;0,21;0,05;0,00;0,21;2016,00
BOVESPA:POMO4;Marcopolo S.A. (BOVESPA:POMO4);2,74;-118,40;0,00;222,55;4968,00;2299,70;1209,50;42,70;2319,90;3185,50;920,20;1868,52;1,00;0,00;0,05;0,53;0,00;1,24;0,24;0,05;1090,00;0,46;2016,00
BOVESPA:RAPT4;Randon S.A. Implementos e Participações (BOVESPA:RAPT4);3,45;-2,90;0,00;-11,37;4868,00;2429,30;1133,60;124,30;1069,20;2184,10;342,30;1890,28;1,00;0,00;0,00;0,00;0,00;0,57;0,23;0,00;1296,00;0,50;2016,00
BOVESPA:RCSL4;Recrusul S/A (BOVESPA:RCSL4);17,10;0,00;0,00;-29,82;48,00;6,20;0,00;-3,60;54,30;60,10;2,50;-81,82;0,00;0,00;0,00;0,00;0,00;-0,66;0,00;-0,62;6,00;0,13;2016,00
BOVESPA:RSUL4;Metalúrgica Riosulense S.A. (BOVESPA:RSUL4);2,29;0,00;0,00;-15,69;167,00;25,00;0,00;16,90;13,30;44,30;5,80;-68,49;0,00;0,00;0,00;0,00;0,00;-0,19;0,00;-0,09;25,00;0,15;2016,00
BOVESPA:TUPY3;Tupy S.A. (BOVESPA:TUPY3);12,01;-84,50;0,00;-181,46;4770,00;1999,50;1203,90;403,10;1731,60;2515,80;144,20;2007,13;1,00;0,00;0,05;0,00;0,00;0,86;0,25;-0,04;796,00;0,42;2016,00
BOVESPA:MWET4;Wetzel S.A. (BOVESPA:MWET4);1,52;0,00;0,00;-21,14;196,00;76,30;8,20;2,40;15,50;83,50;2,10;-144,78;0,00;0,00;0,00;0,00;0,00;-0,11;0,04;-0,11;68,00;0,39;2016,00
BOVESPA:SHUL4;Schulz S.A. (BOVESPA:SHUL4);0,76;-2,90;-0,20;30,65;936,00;340,20;47,70;73,80;268,90;348,40;356,00;456,79;1,00;1,00;0,01;0,09;0,01;0,59;0,05;0,03;292,00;0,36;2016,00
BOVESPA:WEGE3;WEG S.A. (BOVESPA:WEGE3);5,96;-526,70;0,00;1127,83;13509,00;4400,30;223,30;1406,90;25006,10;25136,00;4194,60;6070,83;1,00;0,00;0,02;0,47;0,00;4,12;0,02;0,08;4177,00;0,33;2016,00
BOVESPA:EALT4;Electro Aço Altona S.A. (BOVESPA:EALT4);10,57;-0,90;0,00;-1,65;245,00;42,20;5,80;12,80;237,80;269,00;22,50;69,21;1,00;0,00;0,00;0,00;0,00;3,44;0,02;-0,01;36,00;0,17;2016,00
BOVESPA:BDLL4;Bardella S.A. Indústrias Mecânicas (BOVESPA:BDLL4);36,50;-0,10;0,00;-101,13;903,00;213,50;4,30;-65,70;58,40;235,30;1,60;321,01;1,00;0,00;0,00;0,00;0,00;0,18;0,00;-0,11;209,00;0,24;2016,00
BOVESPA:INEP4;Inepar S.A. Indústria e Construções (BOVESPA:INEP4);0,15;0,00;0,00;-638,69;1949,00;610,60;1,40;-400,60;26,20;606,10;149,30;-967,46;0,00;0,00;0,00;0,00;0,00;-0,03;0,00;-0,33;609,00;0,31;2016,00
BOVESPA:KEPL3;Kepler Weber S.A. (BOVESPA:KEPL3);6,00;-2,70;0,00;-22,12;764,00;118,20;21,80;-23,30;473,60;465,80;78,90;468,85;1,00;0,00;0,01;0,00;0,00;1,01;0,03;-0,03;96,00;0,16;2016,00
BOVESPA:FRIO3;Metalfrio Solutions S.A. (BOVESPA:FRIO3);25,80;0,00;0,00;30,55;1099,00;725,00;178,10;86,20;106,00;478,70;4,10;121,81;0,00;0,00;0,00;0,00;0,00;0,87;0,16;0,03;547,00;0,66;2016,00
BOVESPA:MILS3;Mills Locação, Serviços e Logística S.A. (BOVESPA:MILS3);3,91;0,00;0,00;-99,41;1511,00;450,10;330,70;89,90;677,60;807,90;173,30;997,95;0,00;0,00;0,00;0,00;0,00;0,68;0,22;-0,07;119,00;0,30;2016,00
