Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Cidade;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1558;11/09/2017;1;2;4;5;6;9;11;14;15;16;17;18;21;22;25;31.420.152,00;1;SP;464;15432;197287;1177008;3.196.576,25;2.119,74;20;8;4;0;1.700.000,00;737.671,46
1559;13/09/2017;3;4;5;6;7;9;10;11;14;16;18;19;20;23;25;25.609.662,00;1;PR;306;13415;183053;1038271;2.373.187,46;2.386,31;20;8;4;0;1.700.000,00;1.285.330,10
1560;15/09/2017;1;2;3;4;5;7;8;9;11;14;17;18;20;24;25;25.285.590,00;3;MG;448;18121;231295;1187773;606.249,54;1.784,48;20;8;4;0;1.700.000,00;1.705.041,33
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1561;18/09/2017;3;5;6;7;8;12;13;15;16;18;20;21;22;24;25;24.074.352,00;4;BA;694;21578;227295;1158073;404.250,07;1.024,16;20;8;4;0;1.700.000,00;2.078.195,24
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
1562;20/09/2017;1;2;3;4;5;6;7;8;9;11;12;14;16;17;18;23.718.584,00;9;AC;1246;21768;211804;909389;228.232,44;724,63;20;8;4;0;1.700.000,00;2.552.216,48
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1563;22/09/2017;1;2;3;5;6;9;10;12;13;17;18;20;21;22;23;24.767.548,00;3;SP;484;15869;203418;1106799;661.969,53;1.803,56;20;8;4;0;1.700.000,00;3.010.503,08
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1564;25/09/2017;3;4;6;8;9;11;12;13;16;17;18;19;20;21;24;23.481.030,00;1;SP;294;11240;157925;934325;2.253.777,85;2.358,75;20;8;4;0;1.700.000,00;3.530.605,67
1565;27/09/2017;1;3;6;7;8;9;10;11;12;13;15;17;18;24;25;22.800.772,00;0;;302;12215;175155;1069813;0;1.835,38;20;8;4;1.801.426,43;4.500.000,00;3.946.319,47
1566;29/09/2017;1;2;4;5;7;8;9;13;14;15;16;19;23;24;25;32.759.786,00;4;MS;888;27963;301603;1524881;1.033.839,97;1.155,29;20;8;4;0;1.700.000,00;4.484.919,50
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1567;02/10/2017;2;3;5;7;9;10;11;12;14;15;17;18;19;21;24;23.995.586,00;4;CE;1007;25132;234673;1144493;391.745,70;683,99;20;8;4;0;1.700.000,00;4.846.530,92
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
1568;04/10/2017;1;2;3;4;6;7;10;11;13;16;17;19;21;22;24;25.106.350,00;7;CE;461;16727;186336;1001823;328.308,66;1.533,90;20;8;4;0;1.700.000,00;5.376.875,69
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1569;06/10/2017;2;4;8;9;10;12;13;14;16;18;20;21;23;24;25;25.777.738,00;3;MG;907;27102;264669;1182057;574.338,06;835,02;20;8;4;0;1.700.000,00;5.774.494,35
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1570;09/10/2017;1;3;7;8;9;11;13;16;18;19;20;21;23;24;25;24.196.610,00;2;AM;517;21036;248012;1193609;752.980,58;1.280,38;20;8;4;0;1.700.000,00;6.122.023,85
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1571;11/10/2017;1;3;4;5;6;7;11;12;14;17;18;19;23;24;25;24.382.116,00;1;MG;478;17195;189481;1074180;2.007.916,93;1.846,44;20;8;4;0;1.700.000,00;6.585.389,30
1572;13/10/2017;2;4;5;6;8;9;10;13;16;18;19;21;22;23;24;20.353.318,00;1;SP;321;13173;162129;867866;1.724.932,85;1.653,43;20;8;4;0;1.700.000,00;6.983.450,73
1573;16/10/2017;2;6;7;8;10;11;12;13;14;15;16;17;18;19;23;22.259.988,00;4;CE;334;19274;140227;852031;538.506,71;1.984,36;20;8;4;0;1.700.000,00;7.480.533,86
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1574;18/10/2017;1;2;3;5;6;7;10;11;12;14;15;17;18;21;22;23.287.402,00;3;ES;449;15503;184478;1006630;649.515,16;1.335,31;20;8;4;0;1.700.000,00;7.930.198,21
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
1575;20/10/2017;1;3;5;6;7;9;10;11;12;14;16;17;22;23;25;24.257.154,00;2;RS;600;16742;189296;1017738;1.045.394,82;1.531,71;20;8;4;0;1.700.000,00;8.412.688,14
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1576;23/10/2017;1;2;5;7;8;9;11;12;14;15;16;18;20;21;25;22.406.340,00;6;GO;585;16834;184799;968851;305.040,45;1.375,21;20;8;4;0;1.700.000,00;8.835.051,85
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1577;25/10/2017;3;5;6;7;9;10;11;13;15;16;17;18;19;21;24;22.572.000,00;2;MG;568;20008;229079;1094091;722.458,99;1.118,18;20;8;4;0;1.700.000,00;9.168.494,47
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1578;27/10/2017;4;6;8;9;10;12;13;14;16;17;18;19;21;22;24;23.646.724,00;2;RJ;452;17592;207086;992894;971.557,19;1.889,63;20;8;4;0;1.700.000,00;9.616.905,49
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1579;30/10/2017;1;2;4;6;7;10;12;13;14;15;16;18;21;22;23;22.590.116,00;0;;340;11866;157772;902522;0;1.928,32;20;8;4;2.130.796,45;5.100.000,00;10.108.627,75
1580;01/11/2017;3;4;7;10;11;12;13;14;15;16;18;20;22;23;25;34.713.812,00;4;PR;571;22650;281957;1557153;1.227.816,30;1.498,30;20;8;4;0;1.700.000,00;10.750.274,39
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1581;03/11/2017;3;4;5;6;7;8;11;12;13;16;20;21;23;24;25;21.201.994,00;2;MT;335;11925;150589;906425;937.755,04;1.722,63;20;8;4;0;1.700.000,00;11.183.084,41
;;;;;;;;;;;;;;;;;;;RR;;;;;;;;;;;;
1582;06/11/2017;1;2;5;7;8;10;11;14;16;17;18;19;23;24;25;23.876.602,00;4;CE;513;16435;198691;1059517;477.072,00;1.635,10;20;8;4;0;1.700.000,00;11.623.458,56
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1583;08/11/2017;2;3;4;6;7;9;10;14;15;16;17;19;20;23;25;24.657.558,00;2;GO;350;13874;172953;953436;1.186.191,00;2.085,61;20;8;4;0;1.700.000,00;12.170.931,34
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
1584;10/11/2017;1;2;3;5;6;11;12;14;15;16;17;19;20;24;25;24.577.920,00;0;;251;11863;154520;943372;0;3.016,11;20;8;4;2.460.386,95;5.700.000,00;12.738.712,95
1585;13/11/2017;1;2;4;5;6;7;9;11;17;18;19;21;23;24;25;33.484.424,00;1;MA;490;22052;295431;1499128;5.060.374,07;1.632,64;20;8;4;0;1.700.000,00;13.338.709,98
1586;16/11/2017;1;3;4;10;11;12;13;16;18;19;20;22;23;24;25;19.735.096,00;1;RO;270;12005;161819;872253;1.606.768,08;1.831,08;20;8;4;0;1.000.000,00;13.709.502,62
1587;17/11/2017;2;3;5;7;8;11;14;15;16;17;19;20;21;22;25;17.790.392,00;5;MG;383;12492;146160;760720;295.750,66;1.697,13;20;8;4;0;1.700.000,00;14.050.753,38
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1588;20/11/2017;1;3;4;5;7;9;10;11;14;15;17;20;21;22;23;18.025.338,00;4;BA;446;13786;164027;826317;332.224,00;1.309,70;20;8;4;0;1.700.000,00;14.357.421,70
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1589;22/11/2017;1;2;3;4;6;12;13;14;15;17;18;22;23;24;25;22.511.996,00;2;RJ;559;16007;182155;981271;922.813,85;1.451,27;20;8;4;0;1.700.000,00;14.783.335,80
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
1590;24/11/2017;1;3;5;7;8;10;14;16;17;18;20;21;22;23;25;22.628.756,00;1;GO;473;18126;199170;1044815;1.671.789,78;1.553,59;20;8;4;0;1.700.000,00;15.169.133,45
1591;27/11/2017;1;3;5;7;8;10;11;12;17;19;20;21;22;23;24;22.047.056,00;1;SP;699;19845;207766;1050551;1.499.683,86;943,06;20;8;4;0;1.700.000,00;15.515.214,35
1592;29/11/2017;1;2;3;4;5;6;9;12;14;15;16;19;20;22;25;22.150.422,00;0;;337;12177;168761;899895;0;1.831,57;20;8;4;2.006.022,61;5.000.000,00;15.978.142,65
1593;01/12/2017;3;4;5;7;8;9;10;11;13;14;16;17;20;22;24;33.575.044,00;3;MG;728;23726;291218;1503688;1.538.562,09;1.575,69;20;8;4;0;1.700.000,00;16.580.372,73
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
1594;04/12/2017;1;2;4;6;8;10;11;12;13;15;16;17;19;21;25;24.043.154,00;4;GO;956;22396;214557;1002674;483.148,87;888,59;20;8;4;0;1.700.000,00;17.026.356,32
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1595;06/12/2017;1;2;3;4;6;7;9;10;11;13;17;18;20;22;25;24.618.368,00;3;BA;479;18006;209603;1090782;647.891,76;1.783,63;20;8;4;0;1.700.000,00;17.474.896,77
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1596;08/12/2017;5;8;9;10;11;12;13;15;18;19;20;21;22;23;24;23.684.896,00;4;RJ;541;18427;200824;1069938;456.404,62;1.483,30;20;8;4;0;1.700.000,00;17.896.193,35
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1597;11/12/2017;1;2;5;6;7;8;9;13;17;18;19;20;21;22;24;23.245.414,00;4;BA;281;11746;161569;958646;536.293,04;2.348,95;20;8;4;0;1.700.000,00;18.391.233,08
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1598;13/12/2017;2;5;6;7;10;12;13;15;16;17;18;19;20;21;24;23.741.292,00;2;RS;379;14366;180080;1002333;1.036.123,18;1.682,36;20;8;4;0;1.700.000,00;18.869.443,79
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1599;15/12/2017;1;3;4;5;6;8;9;10;14;18;20;21;22;23;25;24.725.524,00;1;RJ;362;15774;208269;1086719;1.997.372,26;1.697,72;20;8;4;0;1.700.000,00;19.330.375,85
1600;18/12/2017;2;3;4;5;7;9;13;14;16;17;18;20;22;23;24;23.164.420,00;1;SP;563;19729;226236;1067704;1.622.678,22;1.266,90;20;8;4;0;1.700.000,00;19.704.840,06
1601;20/12/2017;2;4;6;8;9;10;11;12;13;14;15;18;20;22;25;23.676.286,00;3;PR;444;16868;201579;1053750;621.607,05;1.846,17;20;8;4;0;1.700.000,00;20.135.183,41
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1602;22/12/2017;1;3;4;8;9;10;11;13;14;15;17;19;21;23;24;24.966.722,00;8;BA;1028;26581;264347;1236418;183.753,27;628,56;20;8;4;0;1.700.000,00;20.474.420,22
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1603;26/12/2017;1;2;3;4;7;9;10;13;14;16;19;20;21;23;24;18.171.076,00;5;MG;401;13002;154599;810489;285.580,11;1.565,20;20;8;4;0;1.200.000,00;20.803.935,74
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1604;27/12/2017;3;4;5;6;7;8;9;10;12;13;15;19;21;22;24;16.574.400,00;2;BA;189;8914;119652;727692;714.035,91;2.324,91;20;8;4;0;1.700.000,00;21.133.490,77
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1605;29/12/2017;2;4;5;8;9;10;11;14;16;17;18;19;21;23;25;24.659.910,00;4;PA;409;15857;200355;1049338;520.128,92;1.565,18;20;8;4;0;1.700.000,00;21.613.609,78
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1606;02/01/2018;1;3;5;7;8;9;10;11;14;15;19;20;22;23;25;17.507.982,00;5;PR;509;16477;181925;872721;210.552,21;909,13;20;8;4;0;1.200.000,00;21.856.554,64
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1607;03/01/2018;1;2;3;6;7;8;9;11;12;13;14;15;17;18;24;16.897.284,00;0;;285;12289;153609;745762;0;1.408,43;20;8;4;1.304.553,84;3.000.000,00;22.157.605,53
1608;05/01/2018;1;2;3;5;6;9;10;14;17;18;20;21;22;23;25;32.934.896,00;5;DF;601;28212;260342;1438396;795.670,54;1.368,90;20;8;4;0;1.700.000,00;22.774.636,04
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1609;08/01/2018;5;6;7;8;9;11;13;14;17;18;20;21;23;24;25;24.548.618,00;2;CE;470;17235;211658;1156345;905.064,54;1.692,89;20;8;4;0;1.700.000,00;23.192.358,14
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1610;10/01/2018;3;6;7;9;10;11;13;14;16;17;19;20;21;22;24;25.374.588,00;6;GO;545;18131;212670;1080628;349.835,07;1.692,92;20;8;4;0;1.700.000,00;23.676.745,17
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1611;12/01/2018;1;3;4;6;7;8;9;10;11;12;14;15;20;22;24;26.687.938,00;1;PR;301;13102;209937;1079967;2.414.969,61;2.468,67;20;8;4;0;1.700.000,00;24.234.045,85
1612;15/01/2018;2;3;4;5;7;11;12;14;15;18;21;22;23;24;25;25.109.276,00;0;;384;22917;177047;1042520;0;1.764,54;20;8;4;2.202.152,17;4.500.000,00;24.742.234,82
1613;17/01/2018;1;2;3;4;6;8;9;10;13;14;16;17;18;19;21;36.295.388,00;5;BA;691;24347;298220;1550596;1.046.372,70;1.349,09;20;8;4;0;1.700.000,00;25.441.398,97
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1614;19/01/2018;1;2;3;7;9;10;12;13;14;15;16;17;19;21;23;26.894.118,00;3;DF;611;21536;252444;1271281;625.323,35;1.349,59;20;8;4;0;1.700.000,00;25.874.315,14
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1615;22/01/2018;1;2;4;5;6;7;9;10;11;16;17;19;20;21;25;24.671.390,00;3;DF;443;16506;186909;1029350;720.731,90;1.501,78;20;8;4;0;1.700.000,00;26.373.283,39
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PI;;;;;;;;;;;;
1616;24/01/2018;1;2;4;5;8;10;11;13;14;16;17;18;22;23;24;24.347.296,00;0;;515;16738;203800;1061969;0;1.685,95;20;8;4;1.975.310,61;5.000.000,00;26.829.124,31
1617;26/01/2018;2;5;6;7;8;9;10;12;13;14;15;20;22;23;25;35.216.586,00;1;SP;418;18288;269017;1567862;4.922.251,53;2.169,26;20;8;4;0;1.700.000,00;27.509.187,61
1618;29/01/2018;1;3;4;5;8;9;10;13;14;16;17;19;20;24;25;24.491.088,00;4;CE;499;18033;207425;1091113;481.412,61;1.696,27;20;8;4;0;1.700.000,00;27.953.568,49
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1619;31/01/2018;4;5;7;8;10;11;13;15;16;17;18;21;22;24;25;25.359.900,00;1;GO;475;18088;210326;1097560;2.074.220,59;1.343,63;20;8;4;0;1.700.000,00;28.432.234,78
1620;02/02/2018;1;2;4;7;9;10;11;12;13;14;18;20;21;24;25;27.037.656,00;4;MT;755;23190;253914;1273424;469.994,73;1.094,52;20;8;4;0;1.700.000,00;28.866.076,07
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1621;05/02/2018;2;3;4;6;8;9;10;13;14;18;19;21;22;23;24;25.491.286,00;7;BA;640;22099;246460;1154697;261.159,69;1.255,57;20;8;4;0;1.700.000,00;29.287.949,43
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1622;07/02/2018;1;2;3;4;8;9;11;16;17;18;20;22;23;24;25;26.316.156,00;1;SP;511;14695;178526;1047774;2.500.070,61;1.505,39;20;8;4;0;1.700.000,00;29.864.888,81
1623;09/02/2018;1;2;3;4;6;7;8;10;11;13;14;17;19;20;24;26.417.718,00;5;AP;625;22460;254494;1299489;342.959,26;1.206,01;20;8;4;0;1.500.000,00;30.260.611,04
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1624;14/02/2018;1;2;6;7;8;9;11;14;15;16;17;18;20;23;24;23.150.418,00;0;;247;9742;140074;866367;0;2.978,34;20;8;4;2.390.861,19;5.500.000,00;30.812.348,24
1625;16/02/2018;2;3;6;8;10;12;13;16;17;18;19;20;21;22;24;35.615.982,00;4;GO;581;23223;279085;1511596;1.359.356,69;1.613,43;20;8;4;0;1.700.000,00;31.515.401,84
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1626;19/02/2018;1;3;4;7;8;9;10;11;13;15;16;17;20;21;24;25.017.816,00;5;DF;685;22389;242953;1183635;338.438,06;1.085,86;20;8;4;0;1.700.000,00;31.905.907,30
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1627;21/02/2018;2;3;4;6;8;9;11;12;13;14;15;17;20;21;24;25.328.216,00;1;SP;439;16412;206558;1150717;2.000.192,65;1.401,92;20;8;4;0;1.700.000,00;32.367.490,22
1628;23/02/2018;1;3;6;9;11;12;16;17;18;19;20;22;23;24;25;26.351.882,00;2;DF;287;11056;160393;984361;1.360.823,93;2.917,88;20;8;4;0;1.700.000,00;32.995.562,81
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
1629;26/02/2018;1;2;3;5;6;7;9;10;12;14;15;18;22;24;25;24.287.648,00;4;AL;556;19412;206924;1109022;460.551,12;1.456,40;20;8;4;0;1.700.000,00;33.420.686,93
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1630;28/02/2018;3;5;7;8;9;10;12;13;14;15;17;20;22;23;25;24.878.558,00;4;GO;708;29017;255008;1234141;367.151,82;911,78;20;8;4;0;1.700.000,00;33.759.596,31
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1631;02/03/2018;2;3;4;5;9;10;11;12;14;18;19;20;22;23;25;26.849.804,00;6;AM;623;20467;232981;1227070;338.044,47;1.431,05;20;8;4;0;1.700.000,00;34.227.657,90
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1632;05/03/2018;4;5;8;12;13;14;15;16;18;20;21;22;23;24;25;23.507.350,00;0;;389;12865;199544;1000827;0;1.559,55;20;8;4;1.971.654,89;5.000.000,00;34.682.655,19
1633;07/03/2018;1;2;3;5;6;7;9;10;17;18;19;20;23;24;25;34.666.558,00;3;MG;743;23158;305156;1637844;1.502.292,83;1.499,84;20;8;4;0;1.700.000,00;35.267.706,80
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1634;09/03/2018;3;4;5;6;7;9;10;13;14;15;19;21;22;24;25;26.813.502,00;2;CE;478;16667;202067;1198452;1.110.149,18;1.429,22;20;8;4;0;1.700.000,00;35.780.083,35
;;;;;;;;;;;;;;;;;;;PB;;;;;;;;;;;;
1635;12/03/2018;1;3;6;7;8;12;15;16;17;19;21;22;23;24;25;24.771.972,00;2;PR;321;13371;161392;945993;1.227.577,26;2.353,37;20;8;4;0;1.700.000,00;36.346.657,47
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1636;14/03/2018;2;3;6;7;8;9;12;13;14;15;18;19;20;22;25;24.631.682,00;1;SP;402;15167;206327;1117186;1.936.005,57;1.481,83;20;8;4;0;1.700.000,00;36.793.427,99
1637;16/03/2018;3;4;5;7;8;11;12;13;14;15;17;18;19;22;24;25.654.482,00;6;MG;625;21485;255365;1224985;284.259,26;1.199,51;20;8;4;0;1.700.000,00;37.187.017,74
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1638;19/03/2018;1;7;8;10;11;12;14;15;16;19;20;22;23;24;25;23.699.052,00;0;;282;11917;163455;959407;0;2.427,54;20;8;4;2.224.841,20;5.300.000,00;37.700.442,64
1639;21/03/2018;1;3;5;6;7;8;9;10;11;14;15;19;20;22;25;35.426.308,00;6;GO;2659;23190;291864;1649555;822.782,50;448,29;20;8;4;0;1.700.000,00;38.326.255,06
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
