Concurso;Data Sorteio;Bola1;Bola2;Bola3;Bola4;Bola5;Bola6;Bola7;Bola8;Bola9;Bola10;Bola11;Bola12;Bola13;Bola14;Bola15;Arrecadacao_Total;Ganhadores_15_Numeros;Cidade;Ganhadores_14_Números;Ganhadores_13_Números;Ganhadores_12_Números;Ganhadores_11_Números;Valor_Rateio_15_Números;Valor_Rateio_14_N��meros;Valor_Rateio_13_Números;Valor_Rateio_12_Números;Valor_Rateio_11_Números;Acumulado_15_Números;Estimativa_Premio;Valor_Acumulado_Especial
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1110;24/09/2014;1;2;3;4;6;9;10;15;17;18;19;20;22;24;25;21.457.987,50;0;;315;13016;193906;1136223;0;2.079,24;15;6;3;2.128.615,68;5.000.000,00;3.439.830,89
1111;26/09/2014;2;3;4;6;9;11;12;13;14;15;16;22;23;24;25;30.737.251,50;4;AL;991;31566;377791;1816230;1.139.732,18;1.077,97;15;6;3;0;1.700.000,00;4.000.672,37
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1112;29/09/2014;1;2;3;6;7;8;12;13;15;16;17;18;20;22;24;21.962.263,50;5;GO;512;18787;237649;1228639;388.932,47;1.669,52;15;6;3;0;1.700.000,00;4.449.440,61
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1113;01/10/2014;1;3;6;7;9;12;13;14;15;17;19;20;22;24;25;21.508.339,50;4;MG;1021;27300;262213;1296047;409.143,59;704,57;15;6;3;0;1.700.000,00;4.827.111,62
;;;;;;;;;;;;;;;;;;;PI;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1114;03/10/2014;1;2;3;4;5;6;8;10;11;12;15;18;19;20;22;22.986.765,00;4;BA;475;18773;225065;1357920;501.959,52;1.300,63;15;6;3;0;1.700.000,00;5.290.458,87
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1115;06/10/2014;2;3;7;8;9;10;11;12;17;18;20;22;23;24;25;21.551.349,00;3;RS;793;22959;256981;1311089;556.188,99;924,88;15;6;3;0;1.700.000,00;5.675.512,79
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1116;08/10/2014;1;2;3;4;5;6;9;12;15;17;18;21;22;24;25;22.237.353,00;4;MG;658;21399;260290;1291171;458.691,55;1.225,66;15;6;3;0;1.700.000,00;6.098.920,38
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1117;10/10/2014;1;2;3;5;7;8;11;12;13;14;15;16;19;21;23;22.662.042,00;3;PR;602;20503;257019;1432100;580.834,29;1.272,31;15;6;3;0;1.700.000,00;6.501.036,44
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1118;13/10/2014;1;2;5;6;8;10;11;13;14;15;20;21;23;24;25;21.706.902,00;7;DF;605;23163;296624;1309570;227.454,00;1.156,79;15;6;3;0;1.700.000,00;6.868.462,13
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
1119;15/10/2014;1;2;3;5;6;7;8;10;12;14;15;17;18;20;23;21.146.532,00;6;BA;662;21209;244545;1295689;275.733,74;1.098,50;15;6;3;0;1.700.000,00;7.250.247,30
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1120;17/10/2014;2;4;5;6;8;9;10;12;13;14;16;17;18;19;24;21.699.193,50;2;PR;557;22063;255913;1334951;837.318,77;1.321,55;15;6;3;0;1.700.000,00;7.636.702,12
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1121;20/10/2014;1;2;4;5;6;8;9;11;12;17;18;20;22;23;25;19.974.525,00;3;MG;692;18930;210069;1150063;576.039,22;1.097,70;15;6;3;0;1.700.000,00;8.035.498,51
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1122;22/10/2014;2;3;7;10;11;12;13;14;16;19;20;21;23;24;25;21.050.664,00;4;GO;507;19267;242287;1252543;428.378,51;1.485,58;15;6;3;0;1.700.000,00;8.430.924,84
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1123;24/10/2014;2;4;6;7;8;10;11;13;15;16;17;19;22;23;24;21.049.081,50;7;BA;1268;26968;251413;1211834;241.613,08;586,29;15;6;3;0;1.700.000,00;8.821.222,90
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1124;27/10/2014;1;3;4;5;6;8;10;12;13;15;19;21;22;24;25;20.533.060,50;3;BA;633;21008;237375;1251168;537.749,69;1.120,25;15;6;3;0;1.700.000,00;9.193.511,15
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1125;29/10/2014;1;3;4;6;9;11;12;13;15;16;17;18;21;22;25;20.289.420,00;3;GO;433;15578;200219;1104391;634.432,42;1.352,50;15;6;3;0;1.700.000,00;9.632.733,60
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1126;31/10/2014;3;5;6;7;8;12;13;16;17;18;19;22;23;24;25;21.432.912,00;2;GO;605;21231;250946;1291504;849.924,12;1.235,01;15;6;3;0;1.700.000,00;10.025.006,27
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1127;03/11/2014;1;3;4;6;8;9;11;13;14;15;16;17;22;23;24;20.867.328,00;1;SC;676;19989;232294;1174606;1.805.531,45;1.174,02;15;6;3;0;1.700.000,00;10.441.667,38
1128;05/11/2014;1;2;3;4;6;7;10;11;12;14;16;17;20;24;25;21.271.710,00;1;PA;454;16553;193920;1097782;2.119.600,42;1.436,53;15;6;3;0;1.700.000,00;10.930.805,95
1129;07/11/2014;2;3;4;5;7;8;12;13;16;17;18;19;21;22;23;20.557.042,50;5;BA;787;25979;292972;1269964;281.337,78;785,67;15;6;3;0;1.700.000,00;11.255.426,47
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1130;10/11/2014;1;2;5;8;10;11;12;13;14;15;17;20;22;24;25;20.843.131,50;3;RJ;605;20445;244226;1265877;546.804,58;1.191,83;15;6;3;0;1.700.000,00;11.633.983,48
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1131;12/11/2014;2;3;4;6;12;14;15;16;17;19;20;21;22;24;25;21.445.612,50;2;PB;2117;16081;214646;1236658;955.752,26;396,89;15;6;3;0;1.700.000,00;12.075.099,92
;;;;;;;;;;;;;;;;;;;RN;;;;;;;;;;;;
1132;14/11/2014;1;2;6;7;8;9;11;12;13;14;17;21;22;23;24;21.895.533,00;2;MG;402;16714;248052;1289600;916.916,68;1.403,62;15;6;3;0;1.700.000,00;12.498.292,24
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
1133;17/11/2014;2;4;5;6;7;8;9;10;12;13;14;16;18;24;25;17.802.729,00;2;PB;453;22944;210142;1105535;663.160,43;1.286,97;15;6;3;0;1.700.000,00;12.804.366,29
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1134;19/11/2014;1;2;4;8;10;11;12;13;14;15;17;18;20;23;25;21.004.944,00;5;BA;554;20193;253694;1279332;326.065,77;1.293,55;15;6;3;0;1.700.000,00;13.180.596,03
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1135;21/11/2014;3;4;5;8;9;10;12;15;16;17;18;19;23;24;25;19.988.488,50;4;BA;539;17046;211764;1140612;438.011,49;1.428,81;15;6;3;0;1.700.000,00;13.584.914,33
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1136;24/11/2014;1;2;5;6;7;9;10;11;15;17;18;19;21;22;24;20.921.626,50;4;MA;504;17203;213223;1189269;466.867,51;1.628,70;15;6;3;0;1.700.000,00;14.015.868,96
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1137;26/11/2014;2;4;5;7;8;9;10;11;12;15;19;20;21;23;25;20.278.443,00;2;BA;560;19417;232427;1200513;827.881,58;1.299,65;15;6;3;0;1.700.000,00;14.397.968,16
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1138;28/11/2014;1;2;3;5;6;7;10;11;13;15;16;18;20;21;22;21.545.073,00;4;MG;1076;31382;310119;1257078;384.620,32;628,49;15;6;3;0;1.700.000,00;14.753.002,30
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1139;01/12/2014;1;2;3;6;11;13;14;15;16;17;18;19;21;22;25;21.896.175,00;1;SP;303;12072;181076;1177788;2.201.111,46;2.235,20;15;6;3;0;1.700.000,00;15.260.951,11
1140;03/12/2014;3;4;5;6;7;8;10;15;18;19;20;21;23;24;25;21.978.538,50;0;;386;15516;209836;1298920;0;1.554,60;15;6;3;1.950.242,52;5.000.000,00;15.711.007,08
1141;05/12/2014;5;6;9;10;11;12;13;15;16;17;18;22;23;24;25;32.211.505,50;4;DF;592;23206;314532;1920172;1.190.925,71;1.462,30;15;6;3;0;1.700.000,00;16.360.267,16
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1142;08/12/2014;2;4;7;8;9;10;12;13;15;16;19;20;22;23;24;20.365.473,00;2;RJ;836;23198;256342;1263713;747.916,43;786,49;15;6;3;0;1.700.000,00;16.705.459,36
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1143;10/12/2014;1;3;4;6;10;11;12;13;14;16;17;18;23;24;25;21.894.064,50;4;AC;571;18883;239090;1289297;460.903,92;1.419,23;15;6;3;0;1.700.000,00;17.130.909,14
;;;;;;;;;;;;;;;;;;;AP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;DF;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1144;12/12/2014;2;3;4;6;7;8;10;13;14;17;18;19;23;24;25;22.449.136,50;6;MG;1236;29640;315854;1451025;241.841,41;516,03;15;6;3;0;1.700.000,00;17.465.766,48
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1145;15/12/2014;3;4;5;6;8;9;11;13;14;15;16;17;18;23;24;21.795.334,50;6;AL;746;37952;252358;1308997;271.763,87;960,77;15;6;3;0;1.700.000,00;17.842.054,93
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1146;17/12/2014;2;3;4;5;7;11;13;15;17;18;19;21;22;24;25;21.439.993,50;4;MG;651;23815;279365;1411948;360.410,22;973,4;15;6;3;0;1.700.000,00;18.174.741,28
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1147;19/12/2014;1;6;7;8;9;11;12;14;15;16;18;19;20;22;25;22.306.797,00;1;PR;301;12821;190465;1092199;2.369.438,83;2.422,12;15;6;3;0;1.700.000,00;18.721.534,86
1148;22/12/2014;1;3;4;5;6;9;10;13;14;16;17;18;19;20;24;21.472.791,00;2;RJ;322;12633;187656;1130100;1.079.807,50;2.063,65;15;6;3;0;1.700.000,00;19.219.907,56
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
1149;24/12/2014;1;2;3;6;7;8;10;12;15;17;18;19;21;22;23;16.928.112,00;2;GO;429;14289;186969;984735;719.185,53;1.473,77;15;6;3;0;1.500.000,00;19.551.839,34
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1150;26/12/2014;5;7;8;9;11;12;13;14;15;17;18;20;22;23;24;16.506.418,50;2;PE;482;16197;195615;1064448;604.238,68;1.102,07;15;6;3;0;1.700.000,00;19.830.718,74
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
1151;29/12/2014;1;3;7;9;10;11;12;14;15;16;20;21;22;24;25;20.099.499,00;4;PR;460;17742;209598;1093353;459.987,86;1.758,19;15;6;3;0;1.500.000,00;20.255.322,92
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1152;31/12/2014;3;4;5;7;8;9;10;12;16;18;19;20;21;22;25;15.654.193,50;2;BA;259;9757;135337;836435;778.768,69;1.850,36;15;6;3;0;1.500.000,00;20.614.754,63
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
1153;02/01/2015;1;2;3;5;6;8;9;12;13;15;18;19;20;24;25;14.996.847,00;3;MG;522;15414;174490;910818;392.949,95;992,67;15;6;3;0;1.500.000,00;20.886.796,91
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1154;05/01/2015;1;3;4;5;10;11;13;15;16;17;19;21;23;24;25;20.268.645,00;0;;702;31672;294190;1344456;0;754,55;15;6;3;1.205.065,17;3.500.000,00;21.164.888,89
1155;07/01/2015;1;2;3;4;8;9;12;13;15;16;18;19;22;24;25;29.107.575,00;8;BA;1349;37110;378572;1808028;410.025,11;676,16;15;6;3;0;1.700.000,00;21.643.766,36
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;CE;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
1156;09/01/2015;1;3;4;6;7;11;12;13;14;15;17;21;22;24;25;23.711.176,50;0;;420;16951;252050;1362970;0;1.527,33;15;6;3;2.084.801,18;3.500.000,00;22.124.874,34
1157;12/01/2015;2;4;5;6;7;8;11;12;13;15;16;18;21;22;24;29.688.457,50;6;MS;937;30766;346838;1789798;738.515,95;1.100,68;15;6;3;0;1.700.000,00;22.666.326,93
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1158;14/01/2015;2;3;5;7;10;13;14;15;16;17;19;20;22;24;25;22.796.412,00;9;BA;724;24208;270149;1353881;201.672,54;1.101,96;15;6;3;0;1.700.000,00;23.085.185,29
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MT;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
1159;16/01/2015;1;2;3;4;6;8;9;14;15;16;17;22;23;24;25;23.047.405,50;3;MT;562;22730;231018;1275540;696.391,36;1.634,01;15;6;3;0;1.700.000,00;23.567.302,39
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1160;19/01/2015;2;4;5;6;7;8;10;11;15;16;17;18;21;22;25;21.972.724,50;3;PA;424;16434;222231;1185333;688.006,87;1.497,84;15;6;3;0;1.700.000,00;24.043.614,84
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1161;21/01/2015;1;2;4;5;6;8;10;11;15;17;18;19;22;24;25;20.973.367,50;5;MG;1035;26534;280113;1247330;310.457,21;659,24;15;6;3;0;1.700.000,00;24.401.834,70
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
1162;23/01/2015;1;3;4;7;9;11;13;15;18;19;20;21;23;24;25;22.027.903,50;11;BA;1440;40577;363592;1479490;102.077,86;342,75;15;6;3;0;1.700.000,00;24.660.955,42
;;;;;;;;;;;;;;;;;;;BA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1163;26/01/2015;2;6;7;9;11;12;13;14;16;17;19;20;21;23;24;21.768.279,00;1;PI;576;20836;242672;1236105;1.867.921,45;1.425,45;15;6;3;0;1.700.000,00;25.092.014,22
1164;28/01/2015;3;4;5;8;10;11;13;15;17;20;21;22;23;24;25;21.174.309,00;7;GO;713;24177;291098;1433864;189.144,37;816,24;15;6;3;0;1.700.000,00;25.397.555,14
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1165;30/01/2015;1;2;3;5;8;9;10;12;15;17;18;19;21;22;25;22.397.730,00;2;GO;589;20036;251573;1397441;877.464,49;1.309,67;15;6;3;0;1.700.000,00;25.802.538,76
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1166;02/02/2015;2;4;5;6;9;10;12;14;15;17;18;19;20;21;24;21.832.158,00;3;BA;686;22016;246471;1245506;616.486,15;1.185,05;15;6;3;0;1.700.000,00;26.229.336,87
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
1167;04/02/2015;1;2;4;5;7;8;9;11;12;14;15;16;18;21;23;21.746.151,00;4;GO;640;20502;232789;1234202;473.836,81;1.301,74;15;6;3;0;1.700.000,00;26.666.724,69
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1168;06/02/2015;1;3;4;5;7;8;9;10;11;13;16;19;23;24;25;22.452.838,50;5;AM;595;22091;291652;1460421;311.311,55;1.149,91;15;6;3;0;1.700.000,00;27.025.930,33
;;;;;;;;;;;;;;;;;;;GO;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;TO;;;;;;;;;;;;
1169;09/02/2015;2;3;4;7;8;9;12;15;16;17;18;21;22;24;25;21.479.797,50;4;DF;699;21979;258006;1351133;400.866,58;1.008,32;15;6;3;0;1.700.000,00;27.395.961,02
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1170;11/02/2015;1;2;4;7;8;10;13;15;16;18;19;20;21;22;25;22.048.744,50;3;DF;634;20663;233917;1240784;647.596,70;1.346,96;15;6;3;0;1.700.000,00;27.844.297,21
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1171;13/02/2015;1;7;8;11;12;13;14;15;16;17;18;20;21;22;23;23.019.223,50;1;SC;355;13902;224453;1173519;2.300.961,79;1.994,33;15;6;3;0;1.700.000,00;28.375.288,39
1172;18/02/2015;2;6;8;9;10;11;12;13;14;16;19;20;23;24;25;19.386.712,50;1;SP;705;14069;198218;1099818;1.744.500,41;1.087,67;15;6;3;0;1.700.000,00;28.777.865,41
1173;20/02/2015;1;2;4;5;7;8;9;11;14;16;18;19;20;21;22;22.464.435,00;1;SP;413;17120;221866;1181935;2.163.456,64;1.611,82;15;6;3;0;1.700.000,00;29.277.124,64
1174;23/02/2015;1;2;3;5;6;8;9;10;11;13;15;17;18;19;23;21.663.780,00;7;ES;811;28183;303396;1514567;178.710,18;678,02;15;6;3;0;1.700.000,00;29.565.810,31
;;;;;;;;;;;;;;;;;;;ES;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;MS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1175;25/02/2015;1;3;4;8;10;12;13;14;15;19;20;21;23;24;25;20.850.280,50;1;MG;512;19620;247783;1296485;1.595.985,68;1.370,18;15;6;3;0;1.700.000,00;29.934.114,71
1176;27/02/2015;2;3;5;7;10;11;12;13;15;16;18;19;20;23;25;21.889.470,00;3;BA;698;25478;279317;1403735;510.552,33;964,54;15;6;3;0;1.700.000,00;30.287.574,02
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1177;02/03/2015;2;3;5;6;8;9;10;11;12;16;17;20;22;23;25;22.335.670,50;3;DF;587;19019;221344;1197839;701.474,06;1.575,84;15;6;3;0;1.700.000,00;30.773.209,92
;;;;;;;;;;;;;;;;;;;SC;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1178;04/03/2015;1;4;7;8;9;11;12;16;17;18;19;20;21;23;24;22.001.776,50;3;CE;326;15255;206292;1222447;690.246,30;1.954,45;15;6;3;0;1.700.000,00;31.251.072,75
;;;;;;;;;;;;;;;;;;;PR;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;RS;;;;;;;;;;;;
1179;06/03/2015;1;2;3;5;6;7;8;9;13;15;18;19;20;21;25;23.298.714,00;3;CE;496;22763;271836;1490266;578.249,52;1.537,35;15;6;3;0;1.700.000,00;31.651.399,34
;;;;;;;;;;;;;;;;;;;MG;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;PE;;;;;;;;;;;;
1180;09/03/2015;1;2;6;7;8;9;10;11;13;14;15;19;20;22;23;22.227.936,00;0;;299;13637;185213;1223802;0;2.246,23;15;6;3;2.182.774,65;5.000.000,00;32.155.116,58
1181;11/03/2015;3;4;5;6;7;8;9;11;13;14;20;21;22;23;24;31.520.962,50;3;RJ;541;19932;283733;1694528;1.757.452,83;1.757,19;15;6;3;0;1.700.000,00;32.868.097,47
;;;;;;;;;;;;;;;;;;;RJ;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1182;13/03/2015;3;6;7;8;10;12;13;16;18;19;20;21;22;24;25;23.419.953,00;3;DF;646;17244;241549;1308110;709.341,60;1.447,98;15;6;3;0;1.700.000,00;33.359.180,12
;;;;;;;;;;;;;;;;;;;PA;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
1183;16/03/2015;1;3;4;9;11;13;14;15;16;18;19;20;22;24;25;22.159.285,50;3;RJ;699;20572;245877;1289743;622.023,76;1.173,46;15;6;3;0;1.700.000,00;33.789.811,96
;;;;;;;;;;;;;;;;;;;SE;;;;;;;;;;;;
1184;18/03/2015;2;4;6;7;10;11;12;14;16;17;18;19;20;21;25;21.476.034,00;1;GO;358;14636;196640;1121789;2.133.412,26;1.833,62;15;6;3;0;1.700.000,00;34.282.137,87
1185;20/03/2015;3;5;6;7;9;13;14;16;18;19;21;22;23;24;25;21.647.536,50;3;PI;602;22422;251471;1332381;559.158,61;1.224,83;15;6;3;0;1.700.000,00;34.669.247,68
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;SP;;;;;;;;;;;;
